给	cho	Vtwo	1
寄	gửi	Vtwo	1
送	đưa	Vtwo	1
赠	tặng	Vtwo	1
赏	thưởng	Vtwo	1
教	dạy	Vtwo	1
还	trả	Vtwo	1
付	giao	Vtwo	1
赔	bồi	Vtwo	1
偷	trộm	Vtwo	1
收	thu	Vtwo	1
抢	đoạt	Vtwo	1
赢	thắng	Vtwo	1
托	cầm	Vtwo	1
罚	phạt	Vtwo	1
拿	cầm	Vtwo	1
问	hỏi	Vtwo	1
称	xưng	Vtwo	1
叫	kêu	Vtwo	1
喊	gọi	Vtwo	1
喊	la	Vtwo	1
喊	hô	Vtwo	1
捅	chọc	Vtwo	1
捅	đâm	Vtwo	1
欠	nợ	Vtwo	1
赐	ban	Vtwo	1
放	tha	Vtwo	1
借	mượn	Vtwo	1
掳	bắt	Vtwo	1
传	truyền	Vtwo	1
唤	gọi	Vtwo	1
吩咐	phân phó	Vtwo	1
回答	trả lời	Vtwo	1
报告	báo cáo	Vtwo	1
打听	nghe ngóng	Vtwo	1
通知	thông tri	Vtwo	1
称呼	gọi	Vtwo	1
亏欠	thua thiệt	Vtwo	1
告诉	nói cho	Vtwo	1
发给	gửi đến	Vtwo	1
发给	phát cho	Vtwo	1
写给	ghi cho	Vtwo	1
又给	lại cho	Vtwo	1
昵称	nặc xưng	Vtwo	1
有损	có hại	Vtwo	1
教会	dạy cho	Vtwo	1
赐予	ban cho	Vtwo	1
敢说	dám nói	Vtwo	1
