
仔	tử	Nhrf	1
牛仔	cao bồi	Nhrf	1
猪仔	đồ heo	Nhrf	1
猪仔	heo	Nhrf	1
鱼仔	Ngư Tử	Nhrf	1
靓仔	đẹp trai	Nhrf	1
刀仔	Đao Tử	Nhrf	1
黑仔	Hắc Tử	Nhrf	1
鸡仔	con gà	Nhrf	1
肥仔	Phì Tử	Nhrf	1
华仔	Hoa Tử	Nhrf	1
狗仔	paparazi	Nhrf	1
虾仔	Hà Tử	Nhrf	1
虎仔	Hổ Tử	Nhrf	1
公仔	thú nhồi bông	Nhrf	1
七仔	Thất Tử	Nhrf	1
波仔	Ba Tử	Nhrf	1
幼仔	con non	Nhrf	1
旺仔	Vượng Tử	Nhrf	1
辉仔	Huy Tử	Nhrf	1

公主	công chúa	Nhrf	1
帮主	bang chủ	Nhrf	1
群主	quần chủ	Nhrf	1
堂主	đường chủ	Nhrf	1
地主	địa chủ	Nhrf	1
郡主	quận chúa	Nhrf	1
教主	giáo chủ	Nhrf	1
庄主	trang chủ	Nhrf	1
班主	bầu gánh	Nhrf	1
盟主	Minh chủ	Nhrf	1
宫主	cung chủ	Nhrf	1
岛主	chủ đảo	Nhrf	1
岛主	đảo chủ	Nhrf	1
舵主	đà chủ	Nhrf	1
施主	thí chủ	Nhrf	1
霸主	bá chủ	Nhrf	1
楼主	lâu chủ	Nhrf	1
业主	nghiệp chủ	Nhrf	1
业主	chủ sở hữu	Nhrf	1
总	tổng	Nhrf	1
少	thiếu	Nhrf	1
妹	muội	Nhrf	1
先生	tiên sinh	Nhrf	1
宝宝	bảo bảo	Nhrf	1
弟	đệ	Nhrf	1
头	đầu	Nhrf	1
叔	thúc	Nhrf	1
老大	lão đại	Nhrf	1
娃	oa	Nhrf	1
毛	mao	Nhrf	1
兄	huynh	Nhrf	1
老板	lão bản	Nhrf	1
男	nam	Nhrf	1

老	lão	Nhrf	1
同学	đồng học	Nhrf	1
妹妹	muội muội	Nhrf	1
妞	nữu	Nhrf	1
崽	tể	Nhrf	1
嫂	tẩu	Nhrf	1

经理	quản lý	Nhrf	1
宝贝	bảo bối	Nhrf	1
帝	đế	Nhrf	1
小妹	tiểu muội	Nhrf	1
格格	cách cách	Nhrf	1
伯	bá	Nhrf	1
婆	bà	Nhrf	1

师傅	sư phụ	Nhrf	1
主任	chủ nhiệm	Nhrf	1
叔叔	thúc thúc	Nhrf	1
小小	nho nhỏ	Nhrf	1
丫	nha	Nhrf	1
导	đạo	Nhrf	1
太	thái	Nhrf	1
毛毛	mao mao	Nhrf	1

爹	cha	Nhrf	1
大侠	đại hiệp	Nhrf	1
佬	lão	Nhrf	1

皇	hoàng	Nhrf	1
娃娃	oa oa	Nhrf	1
丫头	nha đầu	Nhrf	1

咪	mị	Nhrf	1

弟弟	đệ đệ	Nhrf	1

老婆	lão bà	Nhrf	1
某	mỗ	Nhrf	1
姨	di	Nhrf	1
书记	bí thư	Nhrf	1

