神	thần	Nhrf	1
财神	thần tài	Nhrf	1
战神	chiến thần	Nhrf	1
龙神	Ryuujin	Nhrf	1
龙神	Long Thần	Nhrf	1
魔神	ma thần	Nhrf	1
女神	nữ thần	Nhrf	1
月神	thần mặt trăng	Nhrf	1
月神	Nguyệt Thần	Nhrf	1
海神	Neptune	Nhrf	1
海神	thần biển	Nhrf	1
海神	Hải Thần	Nhrf	1
火神	thần lửa	Nhrf	1
火神	hoả thần	Nhrf	1
风神	Phong Thần	Nhrf	1
死神	thần chết	Nhrf	1
死神	tử thần	Nhrf	1
死神	Bleach	Nhrf	1
梦神	Mộng Thần	Nhrf	1
爱神	ái thần	Nhrf	1
武神	võ thần	Nhrf	1
门神	môn thần	Nhrf	1
洛神	Lạc Thần	Nhrf	1
股神	thần chứng khoán	Nhrf	1
邪神	tà thần	Nhrf	1
邪神	Wicked God	Nhrf	1
夜神	Yagami	Nhrf	1
夜神	Dạ Thần	Nhrf	1
鬼神	quỷ thần	Nhrf	1
