最佳	tối giai	z		1135	
嫣然	yên nhiên	z		708	
依旧	y cựu	z		567	
十足	thập túc	z		560	
正好	chính hảo	z		331	
优良	ưu lương	z		286	
短短	đoản đoản	z		277	
快捷	khoái tiệp	z		240	
实实在在	thực thực tại tại	z		199	
满满	mãn mãn	z		182	
无比	vô tỉ	z		169	
火热	hoả nhiệt	z		167	
匆匆	thông thông	z		162	
小小的	tiểu tiểu đích	z		153	
重重	trọng trọng	z		140	
厚厚的	hậu hậu đích	z		136	
冰冷	băng lãnh	z		134	
依依	y y	z		132	
浓浓的	nùng nùng đích	z		111	
赫然	hách nhiên	z		109	
大大小小	đại đại tiểu tiểu	z		108	
俨然	nghiễm nhiên	z		103	
小小	tiểu tiểu	z		102	
不懈	bất giải	z		88	
忽悠	hốt du	z		82	
长长的	trường trường đích	z		80	
非凡	phi phàm	z		74	
多变	đa biến	z		74	
密密麻麻	mật mật ma ma	z		70	
血腥	huyết tinh	z		61	
洋洋	dương dương	z		60	
永恒	vĩnh hằng	z		59	
各异	các dị	z		59	
哗然	hoa nhiên	z		55	
迥异	huýnh dị	z		54	
滚滚	cổn cổn	z		53	
无穷	vô cùng	z		53	
姣好	giảo hảo	z		53	
香艳	hương diễm	z		52	
惨淡	thảm đạm	z		52	
赤裸裸	xích khoả khoả	z		51	
淡淡	đạm đạm	z		51	
热腾腾	nhiệt đằng đằng	z		51	
悄悄地	tiễu tiễu địa	z		50	
急速	cấp tốc	z		49	
狼藉	lang tạ	z		49	
舒缓	thư hoãn	z		47	
茫茫	mang mang	z		46	
白皙	bạch tích	z		45	
璀璨	thôi xán	z		44	
刺骨	thích cốt	z		44	
年迈	niên mại	z		44	
短短的	đoản đoản đích	z		43	
静静地	tĩnh tĩnh địa	z		42	
洁白	khiết bạch	z		42	
冰凉	băng lương	z		41	
隐约	ẩn ước	z		40	
多彩	đa thải	z		40	
冲天	xung thiên	z		39	
细长	tế trường	z		39	
远远地	viễn viễn địa	z		39	
瑟瑟	sắt sắt	z		38	
通红	thông hồng	z		37	
干干净净	can can tịnh tịnh	z		36	
伊斯兰教	y tư lan giáo	z		36	
区区	khu khu	z		36	
斑斑	ban ban	z		35	
浓浓	nùng nùng	z		35	
熊熊	hùng hùng	z		34	
两难	lưỡng nan	z		34	
平平	bình bình	z		34	
活生生	hoạt sinh sinh	z		34	
圆圆的	viên viên đích	z		33	
蜿蜒	uyển diên	z		33	
浩瀚	hạo hãn	z		32	
淡然	đạm nhiên	z		32	
乐呵呵	nhạc a a	z		32	
安然	an nhiên	z		31	
沉甸甸	trầm điện điện	z		31	
漫漫	mạn mạn	z		31	
漫天	mạn thiên	z		31	
薄薄的	bạc bạc đích	z		30	
奔放	bôn phóng	z		30	
沉寂	trầm tịch	z		29	
黯然	ảm nhiên	z		29	
花白	hoa bạch	z		29	
漆黑	tất hắc	z		29	
久远	cửu viễn	z		29	
厚厚	hậu hậu	z		28	
白花花	bạch hoa hoa	z		28	
大大咧咧	đại đại liệt liệt	z		28	
悠悠	du du	z		28	
