和	hoà	Ag		1	
对	đối	a		6	
要	yếu	Ag		1	
多	đa	a		1022	
多	đa	ad		166	
多	đa	an		1	
经济	kinh tế	a		15	
经济	kinh tế	ad		1	
新	tân	a		2134	
大	đại	a		2084	
大	đại	an		2	
好	hảo	a		1269	
活动	hoạt động	a		4	
高	cao	a		877	
高	cao	ad		24	
高	cao	an		9	
重要	trọng yếu	a		964	
重要	trọng yếu	an		2	
可以	khả dĩ	a		2	
精神	tinh thần	a		1	
积极	tích cực	ad		359	
积极	tích cực	a		238	
积极	tích cực	an		1	
小	tiểu	a		573	
小	tiểu	ad		7	
小	tiểu	an		1	
近	cận	a		532	
近	cận	ad		2	
稳定	ổn định	a		186	
稳定	ổn định	an		131	
稳定	ổn định	ad		45	
困难	khốn nan	an		271	
困难	khốn nan	a		259	
特别	đặc biệt	a		100	
努力	nỗ lực	ad		235	
努力	nỗ lực	an		175	
努力	nỗ lực	a		107	
基本	cơ bản	a		313	
基本	cơ bản	ad		154	
成	thành	a		7	
成	thành	an		1	
和平	hoà bình	a		58	
和平	hoà bình	ad		17	
和平	hoà bình	an		4	
全面	toàn diện	ad		307	
全面	toàn diện	a		149	
统一	thống nhất	a		71	
统一	thống nhất	ad		54	
统一	thống nhất	an		1	
美	mỹ	a		38	
美	mỹ	an		6	
实际	thực tế	a		153	
实际	thực tế	ad		25	
正	chính	a		11	
正	chính	an		1	
安全	an toàn	an		229	
安全	an toàn	a		105	
安全	an toàn	ad		38	
文明	văn minh	a		168	
文明	văn minh	ad		5	
文明	văn minh	an		2	
贫困	bần khốn	a		327	
贫困	bần khốn	an		40	
先进	tiên tiến	a		333	
开放	khai phóng	a		16	
可能	khả năng	an		1	
严重	nghiêm trọng	a		240	
严重	nghiêm trọng	ad		98	
严重	nghiêm trọng	an		1	
不同	bất đồng	a		332	
不同	bất đồng	an		3	
成功	thành công	a		245	
成功	thành công	an		52	
成功	thành công	ad		34	
重大	trọng đại	a		327	
长	trường	a		257	
长	trường	ad		6	
系统	hệ thống	a		42	
系统	hệ thống	ad		9	
老	lão	a		296	
老	lão	an		1	
全	toàn	a		252	
科学	khoa học	a		122	
科学	khoa học	ad		34	
便	tiện	Ag		2	
深入	thâm nhập	a		65	
深入	thâm nhập	ad		60	
深入	thâm nhập	an		4	
充分	sung phân	ad		215	
充分	sung phân	a		60	
良好	lương hảo	a		270	
投入	đầu nhập	a		6	
直接	trực tiếp	ad		178	
直接	trực tiếp	a		89	
认真	nhận chân	ad		205	
认真	nhận chân	a		57	
健康	kiện khang	a		144	
健康	kiện khang	ad		63	
健康	kiện khang	an		46	
革命	cách mệnh	a		6	
低	đê	a		226	
低	đê	an		10	
低	đê	ad		3	
强	cường	a		170	
强	cường	ad		7	
有效	hữu hiệu	a		227	
有效	hữu hiệu	ad		19	
少	thiếu	a		166	
少	thiếu	ad		38	
明显	minh hiển	a		123	
明显	minh hiển	ad		115	
干	can	a		18	
优秀	ưu tú	a		233	
朱	chu	Ag		1	
负责	phụ trách	a		4	
具体	cụ thể	a		201	
具体	cụ thể	ad		29	
根本	căn bản	a		143	
团结	đoàn kết	a		113	
团结	đoàn kết	an		17	
腐败	hủ bại	an		206	
腐败	hủ bại	a		15	
集中	tập trung	ad		47	
集中	tập trung	a		41	
集中	tập trung	an		1	
标准	tiêu chuẩn	a		4	
伟大	vĩ đại	a		217	
难	nan	a		137	
难	nan	ad		67	
难	nan	an		1	
黄	hoàng	a		22	
明确	minh xác	ad		77	
明确	minh xác	a		68	
友好	hữu hảo	a		191	
友好	hữu hảo	an		3	
友好	hữu hảo	ad		3	
平均	bình quân	a		124	
平均	bình quân	ad		17	
平均	bình quân	an		3	
关键	quan kiện	a		67	
巨大	cự đại	a		196	
均	quân	Ag		3	
及时	cập thời	ad		137	
及时	cập thời	a		59	
进步	tiến bộ	a		8	
进步	tiến bộ	an		1	
完全	hoàn toàn	ad		149	
完全	hoàn toàn	a		38	
突出	đột xuất	a		133	
突出	đột xuất	ad		12	
完善	hoàn thiện	a		22	
完善	hoàn thiện	an		3	
完善	hoàn thiện	ad		1	
正式	chính thức	ad		143	
正式	chính thức	a		42	
最高	tối cao	a		184	
连续	liên tục	a		122	
连续	liên tục	ad		60	
连续	liên tục	an		1	
合理	hợp lý	a		140	
合理	hợp lý	ad		41	
合理	hợp lý	an		1	
现实	hiện thực	a		13	
一样	nhất dạng	a		66	
严格	nghiêm cách	ad		114	
严格	nghiêm cách	a		53	
严格	nghiêm cách	an		1	
正确	chính xác	a		113	
正确	chính xác	ad		58	
正确	chính xác	an		1	
典型	điển hình	a		39	
广泛	quảng phiếm	a		98	
广泛	quảng phiếm	ad		71	
广泛	quảng phiếm	an		1	
自然	tự nhiên	a		36	
著名	trứ danh	a		167	
迅速	tấn tốc	ad		116	
迅速	tấn tốc	a		50	
迅速	tấn tốc	an		1	
规范	quy phạm	a		41	
规范	quy phạm	ad		4	
早	tảo	a		126	
早	tảo	ad		30	
形象	hình tượng	a		16	
确定	xác định	a		5	
切实	thiết thực	ad		132	
切实	thiết thực	a		27	
快	khoái	a		125	
重	trọng	a		83	
坚决	kiên quyết	ad		131	
坚决	kiên quyết	a		21	
坚决	kiên quyết	an		1	
丰富	phong phú	a		120	
顺利	thuận lợi	ad		82	
顺利	thuận lợi	a		67	
协调	hiệp điều	ad		25	
协调	hiệp điều	a		21	
协调	hiệp điều	an		3	
卫生	vệ sinh	an		137	
卫生	vệ sinh	a		11	
卫生	vệ sinh	ad		1	
深	thâm	a		104	
深	thâm	an		1	
民主	dân chủ	a		92	
民主	dân chủ	an		42	
民主	dân chủ	ad		12	
繁荣	phồn vinh	a		40	
繁荣	phồn vinh	an		38	
温暖	ôn noãn	an		100	
温暖	ôn noãn	a		30	
一般	nhất bàn	a		74	
一般	nhất bàn	ad		59	
一般	nhất bàn	an		1	
矛盾	mâu thuẫn	an		133	
矛盾	mâu thuẫn	a		9	
一致	nhất trí	a		92	
一致	nhất trí	ad		39	
一致	nhất trí	an		11	
白	bạch	a		49	
