纷纷	phân phân	z		3	
优良	ưu lương	z		95	
依然	y nhiên	z		94	
最佳	tối giai	z		49	
扎扎实实	trát trát thực thực	z		24	
短短	đoản đoản	z		23	
匆匆	thông thông	z		20	
正好	chính hảo	z		19	
永恒	vĩnh hằng	z		17	
小小的	tiểu tiểu đích	z		17	
实实在在	thực thực tại tại	z		15	
轻轻	khinh khinh	z		1	
不懈	bất giải	z		15	
依旧	y cựu	z		14	
浓浓的	nùng nùng đích	z		13	
十足	thập túc	z		12	
快捷	khoái tiệp	z		12	
厚厚的	hậu hậu đích	z		12	
茫茫	mang mang	z		11	
小小	tiểu tiểu	z		11	
不凡	bất phàm	z		10	
火热	hoả nhiệt	z		9	
洁白	khiết bạch	z		9	
赫然	hách nhiên	z		9	
不朽	bất hủ	z		9	
沉甸甸	trầm điện điện	z		9	
累累	luỵ luỵ	z		9	
殷殷	ân ân	z		9	
欢欢喜喜	hoan hoan hỉ hỉ	z		9	
无比	vô tỉ	z		8	
高高	cao cao	z		3	
滚滚	cổn cổn	z		8	
踏踏实实	đạp đạp thực thực	z		8	
悠悠	du du	z		8	
凝重	ngưng trọng	z		8	
大大小小	đại đại tiểu tiểu	z		8	
活生生	hoạt sinh sinh	z		8	
非凡	phi phàm	z		7	
绵长	miên trường	z		7	
斑斓	ban lan	z		7	
默然	mặc nhiên	z		2	
重重	trọng trọng	z		7	
漫天	mạn thiên	z		7	
浓浓	nùng nùng	z		7	
上乘	thượng thừa	z		7	
乐呵呵	nhạc a a	z		7	
刺骨	thích cốt	z		7	
干干净净	can can tịnh tịnh	z		7	
暖暖和和	noãn noãn hoà hoà	z		5	
熊熊	hùng hùng	z		6	
浩然	hạo nhiên	z		4	
长长的	trường trường đích	z		6	
翠绿	thuý lục	z		6	
广袤	quảng mậu	z		1	
碧绿	bích lục	z		6	
鲜红	tiên hồng	z		6	
多多	đa đa	z		1	
无边	vô biên	z		6	
融融	dung dung	z		6	
区区	khu khu	z		4	
璀璨	thôi xán	z		6	
蜿蜒	uyển diên	z		6	
高高兴兴	cao cao hứng hưng	z		6	
热热闹闹	nhiệt nhiệt náo náo	z		6	
红红火火	hồng hồng hoả hoả	z		6	
哈尼族	cáp ni tộc	z		1	
瑰丽	côi lệ	z		5	
斐然	phỉ nhiên	z		5	
浩瀚	hạo hãn	z		5	
绵绵	miên miên	z		5	
冷峻	lãnh tuấn	z		3	
闪闪	thiểm thiểm	z		5	
汪洋	uông dương	z		1	
花白	hoa bạch	z		5	
短短的	đoản đoản đích	z		5	
两难	lưỡng nan	z		5	
熠熠	dập dập	z		5	
整整齐齐	chỉnh chỉnh tề tề	z		5	
通红	thông hồng	z		5	
火红	hoả hồng	z		5	
沉寂	trầm tịch	z		4	
湛蓝	trạm lam	z		4	
无穷	vô cùng	z		4	
缤纷	tân phân	z		4	
淅淅沥沥	tích tích lịch lịch	z		4	
厚厚	hậu hậu	z		3	
霏霏	phi phi	z		4	
乐融融	nhạc dung dung	z		4	
认认真真	nhận nhận chân chân	z		4	
热腾腾	nhiệt đằng đằng	z		4	
