原	nguyên	b		7816	
主要	chủ yếu	b		6188	
日	nhật	b		4595	
一定	nhất định	b		3666	
所有	sở hữu	b		3486	
女	nữ	b		3190	
美	mỹ	b		3168	
男	nam	b		2865	
公共	công cộng	b		2724	
总	tổng	b		2717	
非	phi	b		2211	
高速	cao tốc	b		2001	
南	nam	b		1979	
广大	quảng đại	b		1926	
整个	chỉnh cá	b		1906	
消防	tiêu phòng	b		1819	
新型	tân hình	b		1770	
专项	chuyên hạng	b		1668	
金	kim	b		1582	
大型	đại hình	b		1505	
单	đơn	b		1496	
非法	phi pháp	b		1480	
公交	công giao	b		1446	
临时	lâm thời	b		1268	
上述	thượng thuật	b		1267	
副	phó	b		1255	
刑事	hình sự	b		1236	
一系列	nhất hệ liệt	b		1098	
唯一	duy nhất	b		1074	
多元	đa nguyên	b		1010	
日常	nhật thường	b		989	
省级	tỉnh cấp	b		989	
为此	vi thử	bl		971	
韩	hàn	b		949	
法定	pháp định	b		869	
九	cửu	b		644	
事实上	sự thật thượng	bl		799	
保安	bảo an	b		779	
两性	lưỡng tính	b		770	
英	anh	b		767	
全新	toàn tân	b		765	
俄	nga	b		760	
优质	ưu chất	b		736	
京	kinh	b		735	
影视	ảnh thị	b		735	
华	hoa	b		721	
民营	dân doanh	b		710	
人工	nhân công	b		691	
常务	thường vụ	b		673	
国产	quốc sản	b		665	
罗	la	b		640	
检察	kiểm sát	b		637	
超级	siêu cấp	b		596	
小型	tiểu hình	b		587	
印	ấn	b		585	
阿	a	b		574	
无人	vô nhân	b		555	
高档	cao đáng	b		550	
同一	đồng nhất	b		530	
德	đức	b		523	
野生	dã sinh	b		514	
一级	nhất cấp	b		485	
一审	nhất thẩm	b		484	
疆	cương	b		482	
斯	tư	b		472	
新兴	tân hưng	b		456	
无线	vô tuyến	b		452	
中级	trung cấp	b		435	
有机	hữu cơ	b		429	
国家级	quốc gia cấp	b		429	
沪	hỗ	b		429	
泰	thái	b		425	
大规模	đại quy mô	b		413	
天然	thiên nhiên	b		407	
正面	chính diện	b		393	
高效	cao hiệu	b		391	
厦	hạ	b		389	
苏	tô	b		387	
一期	nhất kỳ	b		383	
伊	y	b		374	
书面	thư diện	b		373	
随机	tuỳ cơ	b		364	
新版	tân bản	b		364	
负面	phụ diện	b		360	
市级	thị cấp	b		349	
长效	trường hiệu	b		345	
省直	tỉnh trực	b		334	
三级	tam cấp	b		325	
二级	nhị cấp	b		324	
自助	tự trợ	b		323	
综艺	tổng nghệ	b		318	
菲	phi	b		313	
亚	á	b		312	
白领	bạch lĩnh	b		310	
县级	huyện cấp	b		305	
现行	hiện hành	b		303	
多发	đa phát	b		299	
巴	ba	b		298	
长途	trường đồ	b		295	
特定	đặc định	b		292	
公立	công lập	b		290	
原创	nguyên sáng	b		287	
甲级	giáp cấp	b		286	
外来	ngoại lai	b		281	
巨额	cự ngạch	b		280	
民事	dân sự	b		279	
川	xuyên	b		269	
首要	thủ yếu	b		266	
沈	thẩm	b		266	
特种	đặc chủng	b		260	
特大	đặc đại	b		259	
电动	điện động	b		258	
尼	ni	b		254	
吉	cát	b		250	
民办	dân biện	b		246	
从业	tòng nghiệp	b		246	
乌	ô	b		245	
陕	thiểm	b		245	
二期	nhị kỳ	b		241	
中等	trung đẳng	b		235	
公办	công biện	b		234	
野	dã	b		233	
一流	nhất lưu	b		231	
短期	đoản kỳ	b		230	
机动	cơ động	b		230	
资深	tư thâm	b		225	
远程	viễn trình	b		221	
顶级	đỉnh cấp	b		218	
二手	nhị thủ	b		216	
高发	cao phát	b		211	
新年伊始	tân niên y thuỷ	bl		209	
直属	trực thuộc	b		209	
无限	vô hạn	b		200	
一类	nhất loại	b		199	
首届	thủ giới	b		196	
澳	úc	b		196	
潜在	tiềm tại	b		192	
小额	tiểu ngạch	b		183	
同一个	đồng nhất cá	b		182	
重型	trọng hình	b		180	
蒙	mông	b		179	
前任	tiền nhiệm	b		179	
亚太	á thái	b		177	
欧	âu	b		175	
信托	tín thác	b		174	
中外	trung ngoại	b		172	
小幅	tiểu bức	b		169	
嘉	gia	b		168	
不仅如此	bất cận như thử	bl		167	
经贸	kinh mậu	b		166	
重度	trọng độ	b		165	
奥	áo	b		165	
立交	lập giao	b		164	
星级	tinh cấp	b		162	
高额	cao ngạch	b		162	
新款	tân khoản	b		162	
间接	gian tiếp	b		161	
立体	lập thể	b		161	
保洁	bảo khiết	b		159	
医务	y vụ	b		157	
维	duy	b		157	
市直	thị trực	b		157	
叙	tự	b		156	
哈	cáp	b		156	
双向	song hướng	b		156	
无烟	vô yên	b		155	
古典	cổ điển	b		155	
永久	vĩnh cửu	b		155	
彩色	thải sắc	b		155	
特困	đặc khốn	b		155	
双重	song trọng	b		154	
闽	mân	b		153	
科普	khoa phổ	b		152	
专职	chuyên chức	b		151	
急性	cấp tính	b		150	
暂行	tạm hành	b		148	
丹	đan	b		147	
恶性	ác tính	b		146	
湘	tương	b		144	
短途	đoản đồ	b		142	
特约	đặc ước	b		140	
隐形	ẩn hình	b		140	
省部级	tỉnh bộ cấp	b		140	
专属	chuyên thuộc	b		139	
同等	đồng đẳng	b		139	
一等	nhất đẳng	b		137	
特有	đặc hữu	b		135	
至关重要	chí quan trọng yếu	bl		135	
皖	hoàn	b		134	
固有	cố hữu	b		133	
先天性	tiên thiên tính	b		133	
裸体	khoả thể	b		132	
轻度	khinh độ	b		131	
高等	cao đẳng	b		129	
格	cách	b		128	
内在	nội tại	b		127	
晋	tấn	b		126	
在校	tại hiệu	b		126	
城际	thành tế	b		125	
军用	quân dụng	b		125	
民用	dân dụng	b		123	
不法	bất pháp	b		123	
市属	thị thuộc	b		123	
一年一度	nhất niên nhất độ	bl		122	
高产	cao sản	b		121	
纯粹	thuần tuý	b		120	
下列	hạ liệt	b		119	
崭新	tiệm tân	b		118	
鲁	lỗ	b		118	
二审	nhị thẩm	b		118	
瑞	thuỵ	b		117	
现役	hiện dịch	b		117	
超高	siêu cao	b		115	
莫名	mạc danh	b		115	
处级	xử cấp	b		115	
微型	vi hình	b		114	
车载	xa tải	b		113	
业余	nghiệp dư	b		113	
摩	ma	b		112	
大额	đại ngạch	b		110	
跨越式	khoá việt thức	b		108	
迷你	mê nhĩ	b		108	
村级	thôn cấp	b		108	
装甲	trang giáp	b		108	
头号	đầu hiệu	b		107	
多重	đa trọng	b		106	
慢性	mạn tính	b		106	
定向	định hướng	b		106	
县处级	huyện xử cấp	b		106	
顶尖	đỉnh tiêm	b		105	
廉洁自律	liêm khiết tự luật	bl		103	
琼	quỳnh	b		103	
各种各样	các chủng các dạng	bl		103	
应届	ứng giới	b		102	
天生	thiên sinh	b		101	
新任	tân nhậm	b		101	
三类	tam loại	b		100	
私家	tư gia	b		100	
良性	lương tính	b		100	
额外	ngạch ngoại	b		99	
助力	trợ lực	b		99	
省属	tỉnh thuộc	b		99	
隐性	ẩn tính	b		98	
强制性	cưỡng chế tính	b		98	
五星级	ngũ tinh cấp	b		97	
洲际	châu tế	b		97	
强有力	cường hữu lực	bl		96	
三期	tam kỳ	b		96	
边远	biên viễn	b		96	
后备	hậu bị	b		95	
中度	trung độ	b		95	
常任	thường nhậm	b		91	
老式	lão thức	b		90	
波音	ba âm	b		90	
自有	tự hữu	b		90	
雄性	hùng tính	b		89	
埃	ai	b		87	
盛大	thịnh đại	b		86	
手动	thủ động	b		86	
历届	lịch giới	b		86	
多功能	đa công năng	b		85	
尖端	tiêm đoan	b		85	
渝	du	b		84	
连环	liên hoàn	b		84	
深水	thâm thuỷ	b		83	
重量级	trọng lượng cấp	b		83	
黎	lê	b		83	
上位	thượng vị	b		82	
光电	quang điện	b		81	
两栖	lưỡng thê	b		80	
亲生	thân sinh	b		79	
大宗	đại tông	b		78	
远洋	viễn dương	b		78	
同性	đồng tính	b		78	
老牌	lão bài	b		77	
区级	khu cấp	b		77	
超标准	siêu tiêu chuẩn	b		77	
有声	hữu thanh	b		77	
舰载	hạm tải	b		76	
科级	khoa cấp	b		76	
津	tân	b		75	
活性	hoạt tính	b		75	
假想	giả tưởng	b		74	
家用	gia dụng	b		74	
超大	siêu đại	b		74	
跨国	khoá quốc	b		74	
在读	tại độc	b		74	
四级	tứ cấp	b		73	
昆	côn	b		71	
无独有偶	vô độc hữu ngẫu	bl		71	
司局级	ty cục cấp	b		71	
内设	nội thiết	b		69	
