１月	1 nguyệt	t		1781	
元	nguyên	Tg		5	
去年	khứ niên	t		874	
今天	kim thiên	t		866	
１９９７年	1997 niên	t		753	
目前	mục tiền	t		700	
周	chu	Tg		1	
近	cận	Tg		8	
今年	kim niên	t		562	
春节	xuân tiết	t		449	
现在	hiện tại	t		378	
过去	quá khứ	t		218	
１９９６年	1996 niên	t		327	
１９９８年	1998 niên	t		315	
十分	thập phần	t		1	
新年	tân niên	t		274	
日前	nhật tiền	t		266	
１２月	12 nguyệt	t		246	
最近	tối cận	t		244	
现代	hiện đại	t		231	
新春	tân xuân	t		225	
当前	đương tiền	t		198	
下午	hạ ngọ	t		183	
未来	vị lai	t		179	
一月	nhất nguyệt	t		175	
１９９５年	1995 niên	t		169	
早	tảo	Tg		6	
今后	kim hậu	t		156	
近日	cận nhật	t		154	
上午	thượng ngọ	t		147	
如今	như kim	t		147	
１日	1 nhật	t		143	
１１月	11 nguyệt	t		142	
上年	thượng niên	t		139	
８日	8 nhật	t		136	
１２日	12 nhật	t		136	
１３日	13 nhật	t		135	
宋	tống	Tg		3	
１９９４年	1994 niên	t		128	
虎年	hổ niên	t		123	
元旦	nguyên đán	t		121	
当时	đương thời	t		121	
９月	9 nguyệt	t		120	
２２日	22 nhật	t		120	
７月	7 nguyệt	t		118	
１９日	19 nhật	t		118	
１５日	15 nhật	t		117	
５日	5 nhật	t		117	
１４日	14 nhật	t		117	
１０月	10 nguyệt	t		116	
晚	vãn	Tg		92	
２１日	21 nhật	t		114	
郑	trịnh	Tg		1	
６日	6 nhật	t		108	
２０日	20 nhật	t		107	
当代	đương đại	t		104	
晚上	vãn thượng	t		102	
２３日	23 nhật	t		101	
７日	7 nhật	t		100	
明天	minh thiên	t		98	
过年	quá niên	t		1	
１０日	10 nhật	t		95	
昨天	tạc thiên	t		94	
１１日	11 nhật	t		94	
９日	9 nhật	t		93	
当年	đương niên	t		92	
１９９３年	1993 niên	t		92	
２４日	24 nhật	t		88	
２月	2 nguyệt	t		87	
２９日	29 nhật	t		86	
４日	4 nhật	t		84	
春	xuân	Tg		79	
１６日	16 nhật	t		83	
２５日	25 nhật	t		82	
５月	5 nguyệt	t		81	
２８日	28 nhật	t		81	
夏	hạ	Tg		30	
夜	dạ	Tg		54	
当天	đương thiên	t		79	
１８日	18 nhật	t		79	
１７日	17 nhật	t		79	
１９９２年	1992 niên	t		78	
３０日	30 nhật	t		76	
现	hiện	Tg		71	
１９９１年	1991 niên	t		75	
３日	3 nhật	t		75	
唐	đường	Tg		4	
清	thanh	Tg		4	
３月	3 nguyệt	t		72	
８月	8 nguyệt	t		72	
冬季	đông quý	t		71	
秦	tần	Tg		1	
４月	4 nguyệt	t		70	
后来	hậu lai	t		66	
会上	hội thượng	t		66	
６月	6 nguyệt	t		66	
２６日	26 nhật	t		65	
今晚	kim vãn	t		62	
２０时	20 thời	t		62	
古	cổ	Tg		10	
明	minh	Tg		4	
以往	dĩ vãng	t		59	
一九九七年	nhất cửu cửu thất niên	t		58	
２７日	27 nhật	t		58	
３１日	31 nhật	t		57	
２日	2 nhật	t		57	
２０００年	2000 niên	t		57	
本月	bản nguyệt	t		54	
年初	niên sơ	t		53	
今日	kim nhật	t		52	
本世纪	bản thế kỷ	t		51	
当今	đương kim	t		49	
年底	niên để	t		46	
今	kim	Tg		44	
朝	triều	Tg		5	
１９９０年	1990 niên	t		42	
不久前	bất cửu tiền	t		41	
１９９８	1998	t		1	
一九九八年	nhất cửu cửu bát niên	t		39	
近期	cận kỳ	t		38	
１９８８年	1988 niên	t		37	
魏	ngụy	Tg		1	
下半年	hạ bán niên	t		36	
冬	đông	Tg		31	
冬天	đông thiên	t		34	
１９９９年	1999 niên	t		33	
一时	nhất thời	t		33	
昔日	tích nhật	t		33	
去年底	khứ niên để	t		33	
春天	xuân thiên	t		32	
此后	thử hậu	t		32	
秋	thu	Tg		21	
上周	thượng chu	t		31	
眼下	nhãn hạ	t		31	
上半年	thượng bán niên	t		31	
岁末	tuế mạt	t		30	
古代	cổ đại	t		30	
平时	bình thời	t		30	
此时	thử thời	t		30	
除夕	trừ tịch	t		30	
明年	minh niên	t		29	
近年	cận niên	t		29	
周日	chu nhật	t		29	
眼前	nhãn tiền	t		16	
１９８５年	1985 niên	t		28	
１９８７年	1987 niên	t		28	
１９８０年	1980 niên	t		27	
大雪	đại tuyết	t		4	
十二月	thập nhị nguyệt	t		26	
１９８９年	1989 niên	t		26	
清晨	thanh thần	t		26	
１９８６年	1986 niên	t		26	
中午	trung ngọ	t		26	
生前	sinh tiền	t		24	
将来	tương lai	t		24	
十八日	thập bát nhật	t		24	
中旬	trung tuần	t		23	
前年	tiền niên	t		23	
节假日	tiết giả nhật	t		23	
大年初一	đại niên sơ nhất	t		23	
一日	nhất nhật	t		22	
隆冬	long đông	t		22	
战后	chiến hậu	t		22	
前不久	tiền bất cửu	t		22	
中年	trung niên	t		21	
下旬	hạ tuần	t		21	
当晚	đương vãn	t		21	
往年	vãng niên	t		21	
十七日	thập thất nhật	t		21	
元月	nguyên nguyệt	t		20	
晨	thần	Tg		5	
昨晚	tạc vãn	t		20	
商	thương	Tg		3	
圣诞	thánh đản	t		20	
早晨	tảo thần	t		19	
八一	bát nhất	t		19	
此前	thử tiền	t		19	
周末	chu mạt	t		19	
３０分	30 phân	t		19	
晚年	vãn niên	t		18	
夏天	hạ thiên	t		18	
冬日	đông nhật	t		14	
一大早	nhất đại tảo	t		18	
春秋	xuân thu	t		2	
夏季	hạ quý	t		18	
凌晨	lăng thần	t		18	
晋	tấn	Tg		1	
黄昏	hoàng hôn	t		18	
牛年	ngưu niên	t		17	
年前	niên tiền	t		17	
事后	sự hậu	t		17	
当初	đương sơ	t		17	
十一月	thập nhất nguyệt	t		17	
１９８２年	1982 niên	t		17	
腊月	lạp nguyệt	t		17	
老年	lão niên	t		16	
１９７９年	1979 niên	t		16	
２０１０年	2010 niên	t		16	
十九日	thập cửu nhật	t		16	
除夕夜	trừ tịch dạ	t		16	
１９４９年	1949 niên	t		15	
瞬间	thuấn gian	t		15	
夜晚	dạ vãn	t		15	
上月	thượng nguyệt	t		15	
８时	8 thời	t		15	
白天	bạch thiên	t		15	
１０时	10 thời	t		14	
年终	niên chung	t		14	
近些年	cận ta niên	t		14	
近代	cận đại	t		14	
夜间	dạ gian	t		14	
秋天	thu thiên	t		14	
二十日	nhị thập nhật	t		14	
１９８３年	1983 niên	t		14	
十六日	thập lục nhật	t		14	
震后	chấn hậu	t		14	
１１时	11 thời	t		14	
十三日	thập tam nhật	t		14	
新岁	tân tuế	t		13	
早年	tảo niên	t		13	
节前	tiết tiền	t		13	
圣诞节	thánh đản tiết	t		13	
１９３８年	1938 niên	t		13	
来年	lai niên	t		13	
小时候	tiểu thời hậu	t		13	
１２月份	12 nguyệt phần	t		12	
９时	9 thời	t		12	
１９６０年	1960 niên	t		12	
平日	bình nhật	t		12	
１９５６年	1956 niên	t		12	
傍晚	bàng vãn	t		12	
当日	đương nhật	t		12	
早上	tảo thượng	t		12	
１９７２年	1972 niên	t		12	
严冬	nghiêm đông	t		12	
一九九五年	nhất cửu cửu ngũ niên	t		12	
１９５５年	1955 niên	t		12	
二月	nhị nguyệt	t		12	
二十三日	nhị thập tam nhật	t		12	
上一年	thượng nhất niên	t		12	
十日	thập nhật	t		12	
现阶段	hiện giai đoạn	t		12	
三十一日	tam thập nhất nhật	t		11	
１９７１年	1971 niên	t		11	
１９８４年	1984 niên	t		11	
７时	7 thời	t		11	
二十二日	nhị thập nhị nhật	t		11	
１９７８年	1978 niên	t		11	
斋月	trai nguyệt	t		11	
初三	sơ tam	t		8	
国庆	quốc khánh	t		4	
会后	hội hậu	t		11	
昨日	tạc nhật	t		11	
１１月份	11 nguyệt phần	t		10	
七月	thất nguyệt	t		10	
１月份	1 nguyệt phần	t		10	
午夜	ngọ dạ	t		10	
年末	niên mạt	t		10	
五一	ngũ nhất	t		9	
本周	bản chu	t		10	
三月	tam nguyệt	t		10	
七日	thất nhật	t		10	
年内	niên nội	t		10	
１９４８年	1948 niên	t		10	
１９４２年	1942 niên	t		10	
深夜	thâm dạ	t		10	
五月	ngũ nguyệt	t		10	
初二	sơ nhị	t		7	
年关	niên quan	t		10	
开斋节	khai trai tiết	t		10	
上旬	thượng tuần	t		9	
黎明	lê minh	t		5	
星期天	tinh kỳ thiên	t		9	
汉	hán	Tg		1	
１９５４年	1954 niên	t		9	
赛前	tái tiền	t		9	
十月	thập nguyệt	t		9	
二十六日	nhị thập lục nhật	t		9	
１９４１年	1941 niên	t		9	
前些年	tiền ta niên	t		9	
时下	thời hạ	t		9	
１９３９年	1939 niên	t		9	
次日	thứ nhật	t		9	
十五日	thập ngũ nhật	t		8	
年初一	niên sơ nhất	t		9	
此刻	thử khắc	t		8	
童年	đồng niên	t		8	
八月	bát nguyệt	t		8	
６时	6 thời	t		8	
往日	vãng nhật	t		8	
１９７６年	1976 niên	t		8	
过后	quá hậu	t		8	
三八	tam bát	t		7	
１９６９年	1969 niên	t		8	
１９７０年	1970 niên	t		8	
４时	4 thời	t		8	
１９４７年	1947 niên	t		8	
二十五日	nhị thập ngũ nhật	t		8	
三日	tam nhật	t		8	
４０分	40 phân	t		8	
二十四日	nhị thập tứ nhật	t		8	
１９３７年	1937 niên	t		8	
六日	lục nhật	t		8	
１９６３年	1963 niên	t		8	
九日	cửu nhật	t		8	
２０２０年	2020 niên	t		8	
１９８１年	1981 niên	t		8	
双休日	song hưu nhật	t		8	
二十八日	nhị thập bát nhật	t		7	
寒冬	hàn đông	t		2	
年中	niên trung	t		7	
明代	minh đại	t		7	
１９６５年	1965 niên	t		7	
去年初	khứ niên sơ	t		7	
四日	tứ nhật	t		7	
１０月份	10 nguyệt phần	t		7	
当月	đương nguyệt	t		7	
３时	3 thời	t		7	
前一天	tiền nhất thiên	t		7	
初一	sơ nhất	t		3	
十四日	thập tứ nhật	t		7	
六月	lục nguyệt	t		7	
秋季	thu quý	t		7	
１９６６年	1966 niên	t		7	
１９５３年	1953 niên	t		7	
１９６４年	1964 niên	t		7	
那年	na niên	t		7	
八日	bát nhật	t		7	
２月份	2 nguyệt phần	t		7	
早春	tảo xuân	t		6	
二十一日	nhị thập nhất nhật	t		7	
２００１年	2001 niên	t		7	
１９７４年	1974 niên	t		6	
１９７５年	1975 niên	t		6	
旧岁	cựu tuế	t		4	
二日	nhị nhật	t		6	
１９５８年	1958 niên	t		6	
１９５２年	1952 niên	t		6	
１９７３年	1973 niên	t		6	
暑假	thử giả	t		6	
５时	5 thời	t		6	
戊寅年	mậu dần niên	t		6	
３月份	3 nguyệt phần	t		6	
今年初	kim niên sơ	t		6	
中叶	trung diệp	t		6	
８月份	8 nguyệt phần	t		6	
一早	nhất tảo	t		6	
１９４５年	1945 niên	t		6	
十二日	thập nhị nhật	t		6	
下次	hạ thứ	t		6	
今冬	kim đông	t		6	
２１时	21 thời	t		6	
１９５７年	1957 niên	t		6	
二十七日	nhị thập thất nhật	t		6	
三国	tam quốc	t		5	
清朝	thanh triều	t		6	
星期六	tinh kỳ lục	t		6	
一九九六年	nhất cửu cửu lục niên	t		5	
１９５１年	1951 niên	t		5	
明日	minh nhật	t		5	
１９５９年	1959 niên	t		5	
１９７７年	1977 niên	t		5	
三九	tam cửu	t		4	
本年	bản niên	t		5	
日后	nhật hậu	t		5	
从前	tòng tiền	t		5	
首日	thủ nhật	t		5	
１９２５年	1925 niên	t		5	
１９２８年	1928 niên	t		5	
１９３０年	1930 niên	t		5	
１９３１年	1931 niên	t		5	
１９６２年	1962 niên	t		5	
晚期	vãn kỳ	t		5	
１２时	12 thời	t		5	
１９５０年	1950 niên	t		5	
５月份	5 nguyệt phần	t		5	
１９６１年	1961 niên	t		5	
正月	chính nguyệt	t		5	
同一天	đồng nhất thiên	t		5	
先前	tiên tiền	t		5	
５０分	50 phân	t		5	
星期日	tinh kỳ nhật	t		5	
今朝	kim triều	t		5	
现今	hiện kim	t		5	
４月份	4 nguyệt phần	t		5	
上次	thượng thứ	t		5	
正月十五	chính nguyệt thập ngũ	t		5	
元宵节	nguyên tiêu tiết	t		5	
初四	sơ tứ	t		5	
儿时	nhi thời	t		5	
寒假	hàn giả	t		5	
夕	tịch	Tg		5	
子夜	tử dạ	t		4	
四月	tứ nguyệt	t		4	
明清	minh thanh	t		4	
清代	thanh đại	t		4	
刚才	cương tài	t		4	
上个月	thượng cá nguyệt	t		4	
赛后	tái hậu	t		4	
９月份	9 nguyệt phần	t		4	
五日	ngũ nhật	t		4	
１时	1 thời	t		4	
春季	xuân quý	t		4	
１９３６年	1936 niên	t		4	
九月	cửu nguyệt	t		4	
解放后	giải phóng hậu	t		4	
本月底	bản nguyệt để	t		4	
７月份	7 nguyệt phần	t		4	
１９４３年	1943 niên	t		4	
今晨	kim thần	t		4	
五四	ngũ tứ	t		4	
一九九二年	nhất cửu cửu nhị niên	t		4	
一九九四年	nhất cửu cửu tứ niên	t		4	
一时间	nhất thời gian	t		4	
往昔	vãng tích	t		4	
戊寅	mậu dần	t		4	
夏日	hạ nhật	t		3	
方才	phương tài	t		3	
往常	vãng thường	t		4	
２时	2 thời	t		4	
半月	bán nguyệt	t		4	
年节	niên tiết	t		4	
１８时	18 thời	t		4	
公元前	công nguyên tiền	t		4	
清明	thanh minh	t		2	
周岁	chu tuế	t		4	
正月初一	chính nguyệt sơ nhất	t		4	
商周	thương chu	t		4	
